id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fheat~master~I8b102ffd2969d88ce19570764e10482cc52e49af,openstack/heat,master,I8b102ffd2969d88ce19570764e10482cc52e49af,Introduce 'immutable' of parameters,MERGED,2016-03-25 10:10:31.000000000,2016-03-28 17:32:55.000000000,2016-03-28 17:32:55.000000000,6,0,2,297614,f9e3c9764161258b6de82efb311c51783624b20d,add-immutable-guidelines,11,5,2,1,8289,huangtianhua,huangtianhua,"Introduce 'immutable' of parameters

'immutable' is supported in parameters section,
add some guidlines for new attribute.

Change-Id: I8b102ffd2969d88ce19570764e10482cc52e49af
"
openstack%2Fsahara-dashboard~master~Ifcc98454b1ecff2e230575e710e4237f360583d8,openstack/sahara-dashboard,master,Ifcc98454b1ecff2e230575e710e4237f360583d8,Add Django 1.9 testenv,MERGED,2016-03-24 20:53:59.000000000,2016-03-28 17:32:29.000000000,2016-03-28 17:32:29.000000000,6,6,0,297361,92b4e6600856ff8703de20be19af521a5b8dd0c2,,10,5,2,1,12038,Vitaly Gridnev,vgridnev,"Add Django 1.9 testenv

Added django 1.9 testenv and also drop django 1.7 (since
it's no longer in global requirements)

Change-Id: Ifcc98454b1ecff2e230575e710e4237f360583d8
"
openstack%2Fironic-python-agent~master~Ic338b8f44409f7ac893703a882c65280c6fa2895,openstack/ironic-python-agent,master,Ic338b8f44409f7ac893703a882c65280c6fa2895,Mount cgroups in full_trusty_build,MERGED,2016-03-25 18:10:38.000000000,2016-03-28 17:29:42.000000000,2016-03-28 17:29:42.000000000,2,1,0,297796,66ef2070e132cf080d5cc11396eb38f10dd11fda,bug/1559383,8,4,1,1,10343,Jim Rollenhagen,jimrollenhagen,"Mount cgroups in full_trusty_build

Apparently the new gate images do not mount cgroupfs by default:
http://logs.openstack.org/78/7862d1458097e26148f11210d0458ec4968ce7f5/post/ironic-python-agent-buildimage-coreos/da07872/console.html

Install cgroupfs-mount and run it when running on Ubuntu.

Change-Id: Ic338b8f44409f7ac893703a882c65280c6fa2895
Related-Bug: #1559383
"
openstack%2Ffuel-web~master~I9d675f15402997570f9032e94ced21176a529cf1,openstack/fuel-web,master,I9d675f15402997570f9032e94ced21176a529cf1,Custom graph run support added to handlers,MERGED,2016-03-26 01:06:45.000000000,2016-03-28 17:29:29.000000000,2016-03-28 17:07:31.000000000,205,66,24,297902,9629b1373eb75f928be51a4ebb314a2f4ef624e7,bp/custom-graph-execution,100,15,8,9,19158,Ilya Kutukov,ikutukov,"Custom graph run support added to handlers

These handlers now support query string param `graph_type` that defining
what graph to use during command execution:

/clusters/<cluster_id>/deploy/
/clusters/<cluster_id>/deploy_tasks/

Change-Id: I9d675f15402997570f9032e94ced21176a529cf1
Implements: blueprint custom-graph-execution
"
openstack%2Fpuppet-keystone~master~I884a1e6f32237177af2e36ff6f4612a2ffb737d6,openstack/puppet-keystone,master,I884a1e6f32237177af2e36ff6f4612a2ffb737d6,CI test - dnm,ABANDONED,2016-03-28 00:23:22.000000000,2016-03-28 17:27:23.000000000,,1,0,0,298067,96f2f28670b46f4fc2fd1dcf46b3155f75714bf2,ci/test,5,2,1,1,3153,Emilien Macchi,emilienm,"CI test - dnm

Change-Id: I884a1e6f32237177af2e36ff6f4612a2ffb737d6
Depends-On: Iebc6ec2a9a3a3a7adb3949d9a91992056422356f
"
openstack%2Fcinder~master~I186d4d9e8e565dad836543b5f6a96af1a53d4a83,openstack/cinder,master,I186d4d9e8e565dad836543b5f6a96af1a53d4a83,Remove entry_points from setup.cfg,MERGED,2016-02-01 17:40:55.000000000,2016-03-28 17:15:14.000000000,2016-03-28 17:15:14.000000000,0,4,4,274810,91e4fe7d0504cfded97d680832226d8ad7c68b9f,patchset_4,170,49,5,1,16708,Kendall Nelson,kjnelson,"Remove entry_points from setup.cfg

The keystonemiddleware entry_point and the oslo_concurrency,
oslo_db_concurrency and oslo_messaging entry_points are not
owned by Cinder so it is possible that Keystone and Oslo could
move or rename the list_opts methods causing our sample
configuration generator to break.

This patch removes the lines that register the entry_points since
they aren't actually adding anything to the sample list of
configuration options because the options are being added to the
sample file elsewhere.

Change-Id: I186d4d9e8e565dad836543b5f6a96af1a53d4a83
"
openstack%2Ffuel-devops~master~I4bdffa22be006752c9e84ade1b65fe31cb9fd3e2,openstack/fuel-devops,master,I4bdffa22be006752c9e84ade1b65fe31cb9fd3e2,Make get_keys more general to use in fuel-qa,ABANDONED,2016-03-18 14:21:18.000000000,2016-03-28 17:10:24.000000000,,87,28,1,294614,1078c34e12411c4908b1eb2ca46dcde28c2ddf29,bug/1559102,46,11,10,5,16106,Alexandr Kostrikov,akostrikov,"Make get_keys more general to use in fuel-qa

That patch is intented to avoid code duplication
and provide the same api as previous version.
Values for provision and bootstrap are
copy-pasted to be used in fuelweb_tests later.

Possible usage at fuel-qa which is tested:
https://gist.github.com/akostrikov/ef2b320abf96c2106bed
Setup-centos-7 and fuel-qa hack are tested.

Change-Id: I4bdffa22be006752c9e84ade1b65fe31cb9fd3e2
Partial-bug: #1559102
"
openstack%2Fheat~master~I88e34d5614f493139b7a54b53ceca8fa2ca1410d,openstack/heat,master,I88e34d5614f493139b7a54b53ceca8fa2ca1410d,Fix handle_delete of HostAggregate resource,MERGED,2016-03-28 15:11:27.000000000,2016-03-28 17:10:11.000000000,2016-03-28 17:10:11.000000000,11,3,0,298282,28184c87c34a5e8ee834370828277a0fd7ff6f5f,fix-delete-haggre,8,4,1,2,13009,Peter Razumovsky,prazumovsky,"Fix handle_delete of HostAggregate resource

handle_delete call get method for host aggregate, but
if there's no resource, NotFound raised, so need to handle
this exception.

Change-Id: I88e34d5614f493139b7a54b53ceca8fa2ca1410d
Closes-bug: #1562901
"
openstack%2Fnova-powervm~master~I5feaefe6bf37c7535345b8acaf0c10fb1218d89e,openstack/nova-powervm,master,I5feaefe6bf37c7535345b8acaf0c10fb1218d89e,Expand error trapping in coordinated LU upload,MERGED,2016-03-28 16:02:53.000000000,2016-03-28 17:07:40.000000000,2016-03-28 17:07:40.000000000,58,34,0,298301,29806c65dea0f18010a65deda4afcfa5c33e3a48,bug/1562895,7,6,1,2,14070,Eric Fried,efried,"Expand error trapping in coordinated LU upload

If an exception is raised in the coordinated SSP upload routine between
creation of the marker LU and beginning the upload of the real LU, the
marker LU will not be cleaned up, and other consumers of the same image
may be stuck until manual cleanup is performed.

This change set expands a 'try' clause to encompass everything after the
creation of the marker LU.  The corresponding 'finally' clause removes
the marker LU.

Change-Id: I5feaefe6bf37c7535345b8acaf0c10fb1218d89e
Closes-Bug: 1562895
"
openstack%2Fpython-fuelclient~master~Iffa3182e9079a50bda2817752ff707dcb99bc89f,openstack/python-fuelclient,master,Iffa3182e9079a50bda2817752ff707dcb99bc89f,Support deployment history for fuel client v2,MERGED,2016-03-25 17:58:54.000000000,2016-03-28 17:01:09.000000000,2016-03-28 16:51:26.000000000,200,16,13,297792,9f38a48432b141a4cb758152fcdcf97e6ba369ea,bp/store-deployment-tasks-history,55,11,7,11,8776,Vladimir Sharshov,warpc,"Support deployment history for fuel client v2

Add new commands for Fuel v2:

    fuel2 task history show 1

Change-Id: Iffa3182e9079a50bda2817752ff707dcb99bc89f
Implements: blueprint store-deployment-tasks-history
"
openstack%2Ffuel-ui~master~I5fafd1bdab4b8368ed069225d256f9a0d1baaec9,openstack/fuel-ui,master,I5fafd1bdab4b8368ed069225d256f9a0d1baaec9,Set proper type for a new bond,MERGED,2016-03-23 15:51:13.000000000,2016-03-28 17:00:28.000000000,2016-03-28 17:00:28.000000000,192,187,5,296556,2ee335690113f67f91f8696c3228a46e555baa67,bug/1561530,37,12,8,4,8766,Julia Aranovich,CesarSar,"Set proper type for a new bond

* interfaces with DPDK available should create OVS bond
  and Linux bond if any interface does not support DPDK

Partial-Bug: #1561530

Change-Id: I5fafd1bdab4b8368ed069225d256f9a0d1baaec9
"
openstack%2Fceilometer~master~Ie978dd684fee337f70ce54cb1c623d7005676300,openstack/ceilometer,master,Ie978dd684fee337f70ce54cb1c623d7005676300,Extend validation for new generic SNMP pollster,NEW,2015-12-31 05:20:43.000000000,2016-03-28 16:51:49.000000000,,388,6,25,262660,0662a95c9c029fd7cb9411686857902f54674de1,bug/1503265,35,11,7,4,9526,Zi Lian Ji,jizilian,"Extend validation for new generic SNMP pollster

In this change set, add the validation methods to check whether
the input of snmp inspector is valid.

The matching_type field must be set as non-null value.
The oid field must be set as non-null value.

According to the rfc 2578, the rules used to check:
    a. The oid should be sperated by '.'.
    b. The first sub-identifier should be 1, 2.
    c. The oid should contain two sub-identifiers at least.
    d. The value of each sub-identifier should be non-negative
       number, between 0 and 4294967295.
    e. The sub-identifier 0 should be the last one in the OID object
       instance.

Add the new file snmp_validator.py to validate the SNMP definition.
And it's invoked in the generic.py during loading the definition.

Change-Id: Ie978dd684fee337f70ce54cb1c623d7005676300
Closes-bug: 1503265
"
openstack%2Fswift~stable%2Fmitaka~I68439736f0d0cfc981d4eacbdd1908f57e82b4c9,openstack/swift,stable/mitaka,I68439736f0d0cfc981d4eacbdd1908f57e82b4c9,Imported Translations from Zanata,MERGED,2016-03-26 06:35:39.000000000,2016-03-28 16:50:23.000000000,2016-03-28 16:50:23.000000000,234,17,0,297922,9dbf6bfd52ebbecc3d50e9b76f60f69eb67e6796,zanata/translations,11,3,2,5,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I68439736f0d0cfc981d4eacbdd1908f57e82b4c9
"
openstack%2Fkeystone~master~I2f1f44f89be5cb0fef17ae600c2d90af2c716e5f,openstack/keystone,master,I2f1f44f89be5cb0fef17ae600c2d90af2c716e5f,Fix configuration docs for username LDAP attribute,ABANDONED,2016-02-10 23:25:10.000000000,2016-03-28 16:40:19.000000000,,2,2,0,278791,45f1e6683b38926c24e6cfc1e7fcfa415943a275,ldap-username-default,10,6,2,1,17860,Samuel de Medeiros Queiroz,samueldmq,"Fix configuration docs for username LDAP attribute

In keystone config, LDAP section, the ""user_name_attribute"" defaults to
LDAP's ""sn"" attribute [1].

Our configuration docs mention it as ""cn"" attribute, which is
inconsistent.

This change fixes our documentation.

[1] https://github.com/openstack/keystone/blob/db5a936/keystone/common/config.py#L626-L627

Change-Id: I2f1f44f89be5cb0fef17ae600c2d90af2c716e5f
"
openstack%2Fnova~stable%2Fmitaka~If159133a2e32c6ef53ba104751a3eb054a95b733,openstack/nova,stable/mitaka,If159133a2e32c6ef53ba104751a3eb054a95b733,Imported Translations from Zanata,MERGED,2016-03-25 06:33:56.000000000,2016-03-28 16:36:34.000000000,2016-03-28 16:36:32.000000000,1940,10,0,297538,29042e06f7e570bd13607b62b997a6ae21db80c5,zanata/translations,18,8,2,3,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: If159133a2e32c6ef53ba104751a3eb054a95b733
"
openstack%2Fglance~master~I9a9c0e42a6ad3c18d197f10095958b48d5cb879a,openstack/glance,master,I9a9c0e42a6ad3c18d197f10095958b48d5cb879a,Handle SSL termination proxies for version list,MERGED,2016-03-18 15:48:04.000000000,2016-03-28 16:36:06.000000000,2016-03-28 16:36:05.000000000,114,0,1,294681,513d717d283e511f1a569a760addbbb1bac3970b,bug/1558683,12,4,2,2,455,Stuart McLaren,stuart-mclaren,"Handle SSL termination proxies for version list

Return correct scheme in version URLs if service
behind an SSL termination proxy.

This is done by adding a new configuration option,
secure_proxy_ssl_header, which, when defined, makes
the wsgi application take the host_url scheme from
that header. By default, when this option is not
specified, there is no difference in behavior.

The intention is to configure any ssl-decrypting
proxy to set that header, so that glance-api knows
which protocol to use in the URLs in response.

This patch is largely based on the equivalent
nova patch: https://review.openstack.org/#/c/206479.

Partial-bug: 1558683

Change-Id: I9a9c0e42a6ad3c18d197f10095958b48d5cb879a
"
openstack%2Fneutron~stable%2Fmitaka~I9e908579b4704c4294367113523b898839586426,openstack/neutron,stable/mitaka,I9e908579b4704c4294367113523b898839586426,Imported Translations from Zanata,MERGED,2016-03-26 06:06:11.000000000,2016-03-28 16:35:48.000000000,2016-03-28 16:35:47.000000000,1712,71,0,297918,b435ec56af98d2c04de37dd779ed3613ec4583ad,zanata/translations,20,8,3,3,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I9e908579b4704c4294367113523b898839586426
"
openstack%2Fos-win~master~I0953c1baa193c05647c4c56b77a641ba83297bea,openstack/os-win,master,I0953c1baa193c05647c4c56b77a641ba83297bea,Sets OsWinBaseTestCase as base class for unit tests,MERGED,2016-03-28 14:27:15.000000000,2016-03-28 16:35:30.000000000,2016-03-28 15:05:11.000000000,15,15,0,298255,de9f70d376c5c9333432633dd3d906a8295c83a0,bug/1562883,11,3,3,7,8213,Claudiu Belu,claudiub,"Sets OsWinBaseTestCase as base class for unit tests

OsWinBaseTestCase mocks the WMI module. Inheriting this
base class is not necessary for modules that do not use WMI.

Change-Id: I0953c1baa193c05647c4c56b77a641ba83297bea
Closes-Bug: #1562883
"
openstack%2Fneutron~master~I1e5b25fea268e188cc9620c72b3c71004b197512,openstack/neutron,master,I1e5b25fea268e188cc9620c72b3c71004b197512,Add filter for resource tag,MERGED,2016-02-10 04:09:21.000000000,2016-03-28 16:33:38.000000000,2016-03-03 01:05:50.000000000,168,1,32,278197,7fb8d542efab555e2e3b466fe9a04fb77d836c02,bug/1489291,192,20,12,4,7715,Hirofumi Ichihara,Hirofumi-Ichihara,"Add filter for resource tag

Introduce a generic mechanism to allow the user to get
Neutron resources with tag filter.

APIImpact

Change-Id: I1e5b25fea268e188cc9620c72b3c71004b197512
Partial-Implements: blueprint add-tags-to-core-resources
Related-Bug: #1489291
"
openstack%2Fhorizon~stable%2Fmitaka~I96ce6f7270567613351fdde6a092e07ac74e91b9,openstack/horizon,stable/mitaka,I96ce6f7270567613351fdde6a092e07ac74e91b9,Imported Translations from Zanata,MERGED,2016-03-26 06:23:18.000000000,2016-03-28 16:32:44.000000000,2016-03-28 16:32:44.000000000,630,479,0,297919,2694d45ac69c6884433c15f8294d43db187a9b03,zanata/translations,13,5,3,8,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I96ce6f7270567613351fdde6a092e07ac74e91b9
"
openstack%2Fneutron~master~Ibac0c366362aa76615e448fbe11d6d6b031732fe,openstack/neutron,master,Ibac0c366362aa76615e448fbe11d6d6b031732fe,Make L3 HA interface creation concurrency safe,MERGED,2016-02-21 15:24:38.000000000,2016-03-28 16:30:13.000000000,2016-03-28 16:30:13.000000000,213,40,75,282876,7512d8aa26a945a695e889e0a97c6414cec6ac10,bug/1499647,364,27,28,5,7787,Kevin Benton,blak111,"Make L3 HA interface creation concurrency safe

This patch creates a function to handle the creation of the
L3HA interfaces for a router in a manner that handles the
HA network not existing or an existing one being  deleted
by another worker before the interfaces could be created.

Closes-Bug: #1548285
Change-Id: Ibac0c366362aa76615e448fbe11d6d6b031732fe
"
openstack%2Freleases~master~Id830d5daec5bca606269f0427380b175f8331f8f,openstack/releases,master,Id830d5daec5bca606269f0427380b175f8331f8f,Release os-brick 1.2.0,MERGED,2016-03-24 21:28:28.000000000,2016-03-28 16:29:40.000000000,2016-03-28 16:29:40.000000000,6,0,0,297371,e09056cd3885f8596fef92085feed2d795f3fbf4,os-brick-1.2.0,12,4,2,1,11904,Sean McGinnis,SeanM,"Release os-brick 1.2.0

Release stable/mitaka version of os-brick per
http://lists.openstack.org/pipermail/openstack-dev/2016-March/090359.html

Change-Id: Id830d5daec5bca606269f0427380b175f8331f8f
"
openstack%2Fha-guide~master~Idde85c3b59ecc9f6fde6c46dad1067bcf007ec3c,openstack/ha-guide,master,Idde85c3b59ecc9f6fde6c46dad1067bcf007ec3c,Testing other-requirements - DO NOT MERGE,ABANDONED,2016-03-27 17:20:13.000000000,2016-03-28 16:29:00.000000000,,1,0,0,298048,91f18d41c2c25fd49085a944a9b3f52704bb69e8,other-requirements,7,2,2,1,6547,Andreas Jaeger,jaegerandi,"Testing other-requirements - DO NOT MERGE

Change-Id: Idde85c3b59ecc9f6fde6c46dad1067bcf007ec3c
"
openstack%2Freleases~master~I3e28d13420b91bb030f4e6c186b13cea742d442d,openstack/releases,master,I3e28d13420b91bb030f4e6c186b13cea742d442d,python-ironicclient 1.3.0,MERGED,2016-03-24 23:28:15.000000000,2016-03-28 16:24:43.000000000,2016-03-28 16:24:43.000000000,4,0,0,297452,98bca9609e9d02c65fed7c94924f845bbc72a1a7,python-ironicclient-1.3.0,7,2,1,1,10343,Jim Rollenhagen,jimrollenhagen,"python-ironicclient 1.3.0

Releasing with requirements updates as requested in the mailing list.

Change-Id: I3e28d13420b91bb030f4e6c186b13cea742d442d
"
openstack%2Ffuturist~master~I21627e47d093cb8f07b4fb32a71085957d1e614d,openstack/futurist,master,I21627e47d093cb8f07b4fb32a71085957d1e614d,Use prettytable to show pretty schedule/active/planned time table,MERGED,2016-03-03 01:04:06.000000000,2016-03-28 16:17:17.000000000,2016-03-28 16:17:17.000000000,93,14,0,287537,e74a77671cfc6444add212fe57fe29a968786e4a,287537,13,3,4,3,1297,Joshua Harlow,harlowja,"Use prettytable to show pretty schedule/active/planned time table

Creates nice output like:

https://gist.github.com/harlowja/9e120f8c2ad7a771f8e7

Change-Id: I21627e47d093cb8f07b4fb32a71085957d1e614d
"
openstack%2Freleases~master~I963be6229846d4dd94c827698c60d3c21685c54d,openstack/releases,master,I963be6229846d4dd94c827698c60d3c21685c54d,python-ironic-inspector-client 1.6.0,MERGED,2016-03-24 23:29:37.000000000,2016-03-28 16:16:21.000000000,2016-03-28 16:16:21.000000000,6,0,0,297454,65b6e3e5dd474806081ea107feccada303af7594,python-ironic-inspector-client-1.6.0,14,2,3,1,10343,Jim Rollenhagen,jimrollenhagen,"python-ironic-inspector-client 1.6.0

Releasing with requirements updates as requested in the mailing list.

Change-Id: I963be6229846d4dd94c827698c60d3c21685c54d
"
openstack%2Ffuel-web~master~I939cff180d96ae9c6b6f92538ea0ed0e848d1aeb,openstack/fuel-web,master,I939cff180d96ae9c6b6f92538ea0ed0e848d1aeb,SR-IOV cannot be enabled if sriov_numfs is not set,MERGED,2016-03-24 14:55:01.000000000,2016-03-28 16:15:18.000000000,2016-03-28 16:04:40.000000000,84,4,12,297195,ab0a39497b8c9be70a73d3dd7e8bf83423fd369e,bug/1559094,55,13,3,5,12559,Valyavskiy Viacheslav,vvalyavskiy,"SR-IOV cannot be enabled if sriov_numfs is not set

Change-Id: I939cff180d96ae9c6b6f92538ea0ed0e848d1aeb
Closes-bug: #1559094
"
openstack%2Fpuppet-keystone~stable%2Fmitaka~I58c10e0cf39792d3096e3c3e4c0fa37ba40de2b1,openstack/puppet-keystone,stable/mitaka,I58c10e0cf39792d3096e3c3e4c0fa37ba40de2b1,Fix for pki_setup,MERGED,2016-03-28 09:58:26.000000000,2016-03-28 16:14:38.000000000,2016-03-28 16:14:38.000000000,2,0,1,298183,a2bca8a8d2095f1760e5d68c18bdd83a11e333e2,bug/1561586,18,7,2,2,13344,Oleksiy Molchanov,cvieri.lviv,"Fix for pki_setup

pki_setup works only if keystone-user and keystone-group are
provided

Change-Id: I58c10e0cf39792d3096e3c3e4c0fa37ba40de2b1
Closes-Bug: 1561586
(cherry picked from commit 170c85d5aab501d1036c3142b979aadff1bcc895)
"
openstack%2Fkeystone~master~Id05dd867477b76a800da592d95dd2bfa408c4728,openstack/keystone,master,Id05dd867477b76a800da592d95dd2bfa408c4728,Use a fixed expiry date in keystone tests,ABANDONED,2016-02-29 16:42:49.000000000,2016-03-28 16:14:19.000000000,,12,22,2,286148,cfcf1faba753875b97bb9ceb3a38ada0156c1d96,use-fixed-expiry-date,7,3,2,3,17860,Samuel de Medeiros Queiroz,samueldmq,"Use a fixed expiry date in keystone tests

In If13e53bd5d4ace2a53a245d74166e4f3b1c34d4a made keystone work on
leap years. It did it by build a datetime based on the current time
and moving the year to a leap year.

Rather than trying to do something dynamic, it is better to use a
fixed date. See Morgan's Fainberg comment in the original patch.

Change-Id: Id05dd867477b76a800da592d95dd2bfa408c4728
"
openstack%2Freleases~master~I1e76563b6adc4bac74759517725bb12f33d553dc,openstack/releases,master,I1e76563b6adc4bac74759517725bb12f33d553dc,Cap Sphinx < 1.4 to avoid issue with Babel,MERGED,2016-03-28 14:31:01.000000000,2016-03-28 16:11:29.000000000,2016-03-28 16:11:29.000000000,1,1,0,298259,da0c22f181c03db8b78ede6bb151c654b671c2f7,python-ironic-inspector-client-1.6.0,8,3,2,1,2472,Doug Hellmann,doug-hellmann,"Cap Sphinx < 1.4 to avoid issue with Babel

Sphinx 1.4 and Babel appear incompatible,
so cap the version we use.

https://github.com/sphinx-doc/sphinx/issues/2394

Change-Id: I1e76563b6adc4bac74759517725bb12f33d553dc
Signed-off-by: Doug Hellmann <doug@doughellmann.com>
"
openstack%2Fos-win~stable%2Fmitaka~Ie7ffe6fbc2132181b90c424917924d62419cec6d,openstack/os-win,stable/mitaka,Ie7ffe6fbc2132181b90c424917924d62419cec6d,Updates the default branch in .gitreview,MERGED,2016-03-28 13:46:41.000000000,2016-03-28 16:11:21.000000000,2016-03-28 15:34:22.000000000,1,0,0,298237,3c6f08eba08b8e5916ec67830a478a06ed0e9ddd,,10,3,1,1,8213,Claudiu Belu,claudiub,"Updates the default branch in .gitreview

Sets the default branch to stable/mitaka

Change-Id: Ie7ffe6fbc2132181b90c424917924d62419cec6d
"
openstack%2Fneutron~master~I862086f7528583e65d7bee794f011ddff6ae8901,openstack/neutron,master,I862086f7528583e65d7bee794f011ddff6ae8901,Make API framework more flexible for various extensions,MERGED,2016-02-25 03:38:44.000000000,2016-03-28 16:07:24.000000000,2016-03-02 11:14:15.000000000,106,3,9,284519,0ae3c172ae4a7f80df5473ed53b8424ea408c583,bug/1489291,128,21,8,4,7715,Hirofumi Ichihara,Hirofumi-Ichihara,"Make API framework more flexible for various extensions

This patch adds a function to Neutron extension mechanism
so that we can add API methods to ""/resources"" path rather than
""/resources/action"" path.

This patch also allow extentions to control correspondences
between action and status in API request.

Change-Id: I862086f7528583e65d7bee794f011ddff6ae8901
Partial-Implements: blueprint add-tags-to-core-resources
Related-Bug: #1489291
"
openstack%2Fpython-fuelclient~master~I0ae44bc527552e7a0e2295c194e0a2a3a614d2e6,openstack/python-fuelclient,master,I0ae44bc527552e7a0e2295c194e0a2a3a614d2e6,Use new tasks API: transactions,MERGED,2016-03-25 17:29:50.000000000,2016-03-28 16:07:01.000000000,2016-03-28 16:01:48.000000000,9,8,0,297781,ecf13ac6af0c9d388261e7b20422fb423b695d3c,bp/store-deployment-tasks-history,66,13,5,3,8776,Vladimir Sharshov,warpc,"Use new tasks API: transactions

Old API '/tasks' from 9.0 is depricated. At nom moment
only, but big differents: new transactions API
show all tasks including marked as deleted by UI.

Change-Id: I0ae44bc527552e7a0e2295c194e0a2a3a614d2e6
Implements: blueprint store-deployment-tasks-history
"
openstack%2Ffuel-ui~master~I3f468dd1a68654c913a8a884c17c0c5936df65f4,openstack/fuel-ui,master,I3f468dd1a68654c913a8a884c17c0c5936df65f4,Discard environment configuration with one button from Dashboard,MERGED,2016-03-28 14:56:53.000000000,2016-03-28 16:05:09.000000000,2016-03-28 16:05:09.000000000,42,79,0,298275,33843193323ed96dae103f4d03eaf42369c06c00,bp/unlock-settings-tab,8,3,1,4,8766,Julia Aranovich,CesarSar,"Discard environment configuration with one button from Dashboard

Implements: blueprint unlock-settings-tab

Change-Id: I3f468dd1a68654c913a8a884c17c0c5936df65f4
"
openstack%2Fopenstack-ansible-os_swift~master~I69e105becbcb4483391ed44292ae861500b8baef,openstack/openstack-ansible-os_swift,master,I69e105becbcb4483391ed44292ae861500b8baef,Remove dependency on python2_lxc git source,MERGED,2016-03-24 12:19:49.000000000,2016-03-28 16:04:55.000000000,2016-03-28 16:04:55.000000000,0,12,0,297070,fabe88c625435ab4711f2b05c1290f4dacb141c3,python2_lxc,17,5,3,2,6816,Jesse Pretorius,jesse-pretorius,"Remove dependency on python2_lxc git source

The git source for python2_lxc was necessary before the package was
available on pypi, which it now is:
 - https://pypi.python.org/pypi/lxc-python2

This patch removes the py_from_git role from the functional testing
playbook.

Change-Id: I69e105becbcb4483391ed44292ae861500b8baef
"
openstack%2Ffuel-agent~master~Ic32125d2d8d7cec5ece2507096a6256e2792a7c1,openstack/fuel-agent,master,Ic32125d2d8d7cec5ece2507096a6256e2792a7c1,Fix import in Ironic driver,MERGED,2016-03-24 16:55:46.000000000,2016-03-28 16:02:00.000000000,2016-03-28 16:02:00.000000000,2,1,0,297258,dfb22d2c7988262239725a51882d0a2100114c17,bug/1561617,18,12,1,1,8259,Andrey Shestakov,ashestakov,"Fix import in Ironic driver

Change-Id: Ic32125d2d8d7cec5ece2507096a6256e2792a7c1
Closes-bug: #1561617
"
openstack%2Fopenstack-ansible-rabbitmq_server~master~I09be5e131344592123ffa689f2e4ab0971470b90,openstack/openstack-ansible-rabbitmq_server,master,I09be5e131344592123ffa689f2e4ab0971470b90,Remove dependency on python2_lxc git source,MERGED,2016-02-12 21:08:04.000000000,2016-03-28 16:01:42.000000000,2016-03-28 16:01:42.000000000,0,12,0,279789,0399c19b56529bd19e2e8eb9dc70407ece979333,python2_lxc,22,3,4,2,6816,Jesse Pretorius,jesse-pretorius,"Remove dependency on python2_lxc git source

The git source for python2_lxc was necessary before the package was
available on pypi, which it now is:
 - https://pypi.python.org/pypi/lxc-python2

This patch removes the py_from_git role from the functional testing
playbook.

Change-Id: I09be5e131344592123ffa689f2e4ab0971470b90
"
openstack%2Ffuel-devops~release%2F2.9~Ia40de4f01ce8efab39186689d2dd873a48001e6d,openstack/fuel-devops,release/2.9,Ia40de4f01ce8efab39186689d2dd873a48001e6d,Fix add help showing when node name os missed,MERGED,2016-03-25 14:40:46.000000000,2016-03-28 15:58:45.000000000,2016-03-28 15:56:22.000000000,8,0,0,297710,3acde8bb1167d7bc1991ea7479cea7f5c056eb44,bug/1555552,19,11,2,1,14057,Alexander Kurenyshev,akurenyshev,"Fix add help showing when node name os missed

Steps to reproduce:
1. dos.py create --iso-path fuel-8.0-570.iso env
2. dos.py start env
3. dos.py node-reset env

After this fix help message will be shown
Also fixed node-start and node-destroy methods

Closes-Bug:1555552
Change-Id: Ia40de4f01ce8efab39186689d2dd873a48001e6d
"
openstack%2Fpython-openstackclient~master~Ic23d0671dad77566269c9a588644c8d774368733,openstack/python-openstackclient,master,Ic23d0671dad77566269c9a588644c8d774368733,Support security group name for --src-group,MERGED,2016-03-17 18:10:38.000000000,2016-03-28 15:57:31.000000000,2016-03-28 15:57:31.000000000,21,8,2,294216,2109bce85a40da3e3cbebed1cac661611564ccb2,bug/1540656,19,5,3,4,8410,Richard Theis,rtheis,"Support security group name for --src-group

Support security group name for the ""--src-group"" option on the
""os security group rule create"" command.

Change-Id: Ic23d0671dad77566269c9a588644c8d774368733
Closes-Bug: #1540656
"
